Year,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,ICD10 Code_fat,ICD10 Diagnosis_fat,Diagnosis Type_fat,Metric_fat,Sex_fat,Value_fat,Method,Sex_smk,16 and Over,16-24,25-34,35-49,50-59,60 and Over
1990,,,,,,,,,236.1,188.6,125.1,129.5,103.5,8649.0,349982.0,2.5,,,,,,,,,,,,,Unweighted,Female,29.0,36.0,34.0,33.0,29.0,20.0
1991,,,,,,,,,270.0,199.7,135.2,132.0,97.6,9648.0,374468.0,2.6,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,299.7,207.2,144.6,135.9,93.9,10280.0,396519.0,2.6,,,,,,,,,,,,,Unweighted,,28.0,33.0,34.0,31.0,29.0,20.0
1992,,,,,,,,,299.7,207.2,144.6,135.9,93.9,10280.0,396519.0,2.6,,,,,,,,,,,,,Unweighted,Male,29.0,35.0,34.0,32.0,28.0,21.0
1992,,,,,,,,,299.7,207.2,144.6,135.9,93.9,10280.0,396519.0,2.6,,,,,,,,,,,,,Unweighted,Female,28.0,32.0,34.0,30.0,29.0,19.0
1993,,,,,,,,,325.0,210.5,154.4,139.5,90.3,10759.0,420673.0,2.6,,,,,,,,,,,,,,,,,,,,
1994,,,,,,,,,349.6,215.6,162.2,142.1,87.6,10933.0,441911.0,2.5,,,,,,,,,,,,,Unweighted,,27.0,34.0,32.0,30.0,27.0,17.0
1994,,,,,,,,,349.6,215.6,162.2,142.1,87.6,10933.0,441911.0,2.5,,,,,,,,,,,,,Unweighted,Male,28.0,35.0,34.0,31.0,27.0,18.0
1994,,,,,,,,,349.6,215.6,162.2,142.1,87.6,10933.0,441911.0,2.5,,,,,,,,,,,,,Unweighted,Female,26.0,34.0,30.0,28.0,26.0,17.0
1995,,,,,,,,,373.0,223.1,167.2,145.7,87.1,11519.0,465225.0,2.5,,,,,,,,,,,,,,,,,,,,
1996,,,,,,,,,398.0,228.4,174.2,150.0,86.1,12265.0,499354.0,2.5,,,,,,,,,,,,,Unweighted,,28.0,35.0,36.0,30.0,27.0,18.0
1996,,,,,,,,,398.0,228.4,174.2,150.0,86.1,12265.0,499354.0,2.5,,,,,,,,,,,,,Unweighted,Male,29.0,35.0,38.0,30.0,28.0,18.0
1996,,,,,,,,,398.0,228.4,174.2,150.0,86.1,12265.0,499354.0,2.5,,,,,,,,,,,,,Unweighted,Female,28.0,34.0,34.0,30.0,26.0,19.0
1997,,,,,,,,,427.3,235.6,181.3,155.6,85.8,12696.0,534755.0,2.4,,,,,,,,,,,,,,,,,,,,
1998,,,,,,,,,464.1,243.7,190.4,158.8,83.4,13318.0,569829.0,2.3,,,,,,,,,,,,,Unweighted,,27.0,36.0,35.0,30.0,27.0,16.0
1998,,,,,,,,,464.1,243.7,190.4,158.8,83.4,13318.0,569829.0,2.3,,,,,,,,,,,,,Unweighted,Male,28.0,36.0,37.0,32.0,27.0,16.0
1998,,,,,,,,,464.1,243.7,190.4,158.8,83.4,13318.0,569829.0,2.3,,,,,,,,,,,,,Unweighted,Female,26.0,35.0,33.0,28.0,27.0,16.0
1999,,,,,,,,,517.3,247.4,209.0,163.7,78.3,14047.0,602922.0,2.3,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,562.0,254.8,220.6,173.3,78.5,14026.0,639405.0,2.2,,,,,,,,,,,,,Weighted,,27.0,32.0,35.0,29.0,27.0,16.0
2000,,,,,,,,,562.0,254.8,220.6,173.3,78.5,14026.0,639405.0,2.2,,,,,,,,,,,,,Weighted,Male,29.0,33.0,39.0,31.0,27.0,16.0
2000,,,,,,,,,562.0,254.8,220.6,173.3,78.5,14026.0,639405.0,2.2,,,,,,,,,,,,,Weighted,Female,25.0,32.0,32.0,27.0,28.0,15.0
2001,,,,,,,,,592.5,259.3,228.5,180.8,79.1,14339.0,665058.0,2.2,,,,,,,,,,,,,Weighted,,27.0,33.0,34.0,29.0,26.0,17.0
2001,,,,,,,,,592.5,259.3,228.5,180.8,79.1,14339.0,665058.0,2.2,,,,,,,,,,,,,Weighted,Male,28.0,33.0,38.0,31.0,26.0,16.0
2001,,,,,,,,,592.5,259.3,228.5,180.8,79.1,14339.0,665058.0,2.2,,,,,,,,,,,,,Weighted,Female,26.0,33.0,31.0,28.0,25.0,17.0
2002,,,,,,,,,610.4,263.6,231.6,184.4,79.6,14465.0,695912.0,2.1,,,,,,,,,,,,,Weighted,,26.0,32.0,34.0,28.0,26.0,15.0
2002,,,,,,,,,610.4,263.6,231.6,184.4,79.6,14465.0,695912.0,2.1,,,,,,,,,,,,,Weighted,Male,27.0,31.0,36.0,29.0,27.0,17.0
2002,,,,,,,,,610.4,263.6,231.6,184.4,79.6,14465.0,695912.0,2.1,,,,,,,,,,,,,Weighted,Female,25.0,34.0,33.0,27.0,24.0,14.0
2003,,,,,,,,,632.0,271.2,233.0,187.4,80.4,15223.0,731780.0,2.1,,,,,,,,,,,,,Weighted,,26.0,32.0,34.0,30.0,25.0,15.0
2003,,,,,,,,,632.0,271.2,233.0,187.4,80.4,15223.0,731780.0,2.1,,,,,,,,,,,,,Weighted,Male,28.0,33.0,38.0,32.0,26.0,16.0
2003,,,,,,,,,632.0,271.2,233.0,187.4,80.4,15223.0,731780.0,2.1,,,,,,,,,,,,,Weighted,Female,24.0,30.0,31.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Number of observed deaths,,469186,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Number of observed deaths,,469186,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,All codes,All deaths,All deaths,Number of observed deaths,,469186,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,289408,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,289408,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,289408,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Number of observed deaths,,127787,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Number of observed deaths,,127787,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-D48,All cancers,All cancers,Number of observed deaths,,127787,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,64718,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,64718,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,64718,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,177334,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,177334,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,177334,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,23065,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,23065,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,23065,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,26392,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,26392,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,26392,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1594,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1594,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1594,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,629,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,629,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,629,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,5888,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,5888,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,5888,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,845,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,845,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,845,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4061,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4061,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4061,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,2901,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,2901,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,2901,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,4674,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,4674,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,4674,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,5875,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,5875,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,5875,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,10430,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,10430,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,10430,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2071,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2071,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2071,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1473,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1473,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1473,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,20180,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,20180,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,20180,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,28799,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,28799,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,28799,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,23223,Weighted,,25.0,29.0,31.0,29.0,24.0,14.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,23223,Weighted,Male,26.0,30.0,35.0,31.0,26.0,15.0
2004,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,23223,Weighted,Female,23.0,28.0,28.0,28.0,23.0,14.0
